,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
2293,4. Bachelor's degree or higher,1. Male,2. Rented for cash,"8. $25,000 to $29,999",6. Living with partner,33,7. West-south central,4. Independent,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,3. Moderate {VOL},3. Slightly liberal,3. Slightly liberal,3. Slightly liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,6. Conservative,6. Conservative,"4. Moderate, middle of the road","4. Moderate, middle of the road"
2294,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,37,7. West-south central,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,"4. Moderate, middle of the road",1. Extremely liberal
2295,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",5. Never married,19,7. West-south central,1. Strong Democrat,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,3. Slightly liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,2. Liberal
2296,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"17. $125,000 to $149,999",1. Married,64,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,5. Slightly conservative,1. Extremely liberal
2297,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,31,3. East-north central,4. Independent,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,3. Moderate {VOL},3. Slightly liberal,7. Extremely conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,"4. Moderate, middle of the road",3. Slightly liberal
2298,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,29,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,2. Conservative,3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,"4. Moderate, middle of the road",2. Liberal
2299,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"19. $175,000 or more",1. Married,75,3. East-north central,3. Independent-Democrat,-9. Refused,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,3. Slightly liberal,6. Conservative,2. Liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,"4. Moderate, middle of the road"
2300,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"17. $125,000 to $149,999",5. Never married,24,3. East-north central,2. Not very strong Democract,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,2. Liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,"4. Moderate, middle of the road",3. Slightly liberal
2301,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",3. Divorced,60,3. East-north central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,3. Slightly liberal,"4. Moderate, middle of the road"
2302,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",3. Divorced,59,9. Pacific,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,5. Slightly conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,6. Conservative,1. Extremely liberal
2303,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",1. Married,75,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,6. Conservative,1. Extremely liberal
2304,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,49,9. Pacific,7. Strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-9. Refused,-9. Refused,7. Extremely conservative,3. Slightly liberal
2305,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",5. Never married,35,9. Pacific,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,3. Slightly liberal,4. Moderate; middle of the road,2. Liberal,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,-9. Refused,-9. Refused
2306,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"19. $175,000 or more",5. Never married,21,1. New england,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,5. Slightly conservative,2. Liberal,"4. Moderate, middle of the road",3. Slightly liberal
2307,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"16. $100,000 to $124,999",5. Never married,57,6. East-south central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,6. Conservative,6. Conservative,6. Conservative,1. Extremely liberal
2308,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",5. Never married,40,5. South atlantic,1. Strong Democrat,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,2. Liberal,5. Slightly conservative,3. Slightly liberal,2. Liberal
2309,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"10. $35,000 to $39,999",3. Divorced,63,3. East-north central,2. Not very strong Democract,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,4. Moderate; middle of the road,6. Conservative,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,3. Slightly liberal,3. Slightly liberal
2310,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"18. $150,000 to $174,999",1. Married,50,5. South atlantic,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,6. Conservative,"4. Moderate, middle of the road",1. Extremely liberal
2311,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"16. $100,000 to $124,999",5. Never married,21,1. New england,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",3. Slightly liberal
2312,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"6. $15,000 to $19,999",1. Married,78,7. West-south central,6. Not very strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,3. Slightly liberal,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,5. Slightly conservative,2. Liberal
2313,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"18. $150,000 to $174,999",1. Married,60,2. Mid-atlantic,6. Not very strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,6. Conservative,2. Liberal
2314,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",5. Never married,43,2. Mid-atlantic,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,2. Liberal,6. Conservative,3. Slightly liberal,3. Slightly liberal
2315,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"17. $125,000 to $149,999",1. Married,57,7. West-south central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,6. Conservative,2. Liberal
2316,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",1. Married,54,5. South atlantic,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,3. Slightly liberal,3. Slightly liberal
